Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002317,Male,Yes,3+,Graduate,No,81000.00,0.00,360.00,360.00,0.0,Rural,N
LP002318,Female,No,1,Not Graduate,Yes,3867.00,0.00,62.00,360.00,1.0,Semiurban,N
LP002319,Male,Yes,0,Graduate,No,6256.00,0.00,160.00,360.00,1.0,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096.00,0.00,218.00,360.00,0.0,Rural,N
LP002332,Male,Yes,0,Not Graduate,No,2253.00,2033.00,110.00,360.00,1.0,Rural,Y
LP002335,Female,Yes,0,Not Graduate,No,2149.00,3237.00,178.00,360.00,0.0,Semiurban,N
LP002337,Female,No,0,Graduate,No,2995.00,0.00,60.00,360.00,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,2600.00,0.00,160.00,360.00,1.0,Urban,N
LP002342,Male,Yes,2,Graduate,Yes,1600.00,20000.00,239.00,360.00,1.0,Urban,N
LP002345,Male,Yes,0,Graduate,No,1025.00,2773.00,112.00,360.00,1.0,Rural,Y
LP002347,Male,Yes,0,Graduate,No,3246.00,1417.00,138.00,360.00,1.0,Semiurban,Y
LP002348,Male,Yes,0,Graduate,No,5829.00,0.00,138.00,360.00,1.0,Rural,Y
LP002357,Female,No,0,Not Graduate,No,2720.00,0.00,80.00,342.00,0.0,Urban,N
LP002361,Male,Yes,0,Graduate,No,1820.00,1719.00,100.00,360.00,1.0,Urban,Y
LP002362,Male,Yes,1,Graduate,No,7250.00,1667.00,110.00,342.00,0.0,Urban,N
LP002364,Male,Yes,0,Graduate,No,14880.00,0.00,96.00,360.00,1.0,Semiurban,Y
LP002366,Male,Yes,0,Graduate,No,2666.00,4300.00,121.00,360.00,1.0,Rural,Y
LP002367,Female,No,1,Not Graduate,No,4606.00,0.00,81.00,360.00,1.0,Rural,N
LP002368,Male,Yes,2,Graduate,No,5935.00,0.00,133.00,360.00,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,2920.00,16.12,87.00,360.00,1.0,Rural,Y
LP002370,Male,No,0,Not Graduate,No,2717.00,0.00,60.00,180.00,1.0,Urban,Y
LP002377,Female,No,1,Graduate,Yes,8624.00,0.00,150.00,360.00,1.0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,6500.00,0.00,105.00,360.00,0.0,Rural,N
LP002386,Male,No,0,Graduate,No,12876.00,0.00,405.00,360.00,1.0,Semiurban,Y
LP002387,Male,Yes,0,Graduate,No,2425.00,2340.00,143.00,360.00,1.0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,3750.00,0.00,100.00,360.00,1.0,Urban,Y
LP002393,Female,Yes,0,Graduate,No,10047.00,0.00,146.41,240.00,1.0,Semiurban,Y
LP002398,Male,No,0,Graduate,No,1926.00,1851.00,50.00,360.00,1.0,Semiurban,Y
LP002401,Male,Yes,0,Graduate,No,2213.00,1125.00,146.41,360.00,1.0,Urban,Y
LP002403,Male,No,0,Graduate,Yes,10416.00,0.00,187.00,360.00,0.0,Urban,N
LP002407,Female,Yes,0,Not Graduate,Yes,7142.00,0.00,138.00,360.00,1.0,Rural,Y
LP002408,Male,No,0,Graduate,No,3660.00,5064.00,187.00,360.00,1.0,Semiurban,Y
LP002409,Male,Yes,0,Graduate,No,7901.00,1833.00,180.00,360.00,1.0,Rural,Y
LP002418,Male,No,3+,Not Graduate,No,4707.00,1993.00,148.00,360.00,1.0,Semiurban,Y
LP002422,Male,No,1,Graduate,No,37719.00,0.00,152.00,360.00,1.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,7333.00,8333.00,175.00,300.00,1.0,Rural,Y
LP002429,Male,Yes,1,Graduate,Yes,3466.00,1210.00,130.00,360.00,1.0,Rural,Y
LP002434,Male,Yes,2,Not Graduate,No,4652.00,0.00,110.00,360.00,1.0,Rural,Y
LP002435,Male,Yes,0,Graduate,No,3539.00,1376.00,55.00,360.00,1.0,Rural,N
LP002443,Male,Yes,2,Graduate,No,3340.00,1710.00,150.00,360.00,0.0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,2769.00,1542.00,190.00,360.00,1.0,Semiurban,N
LP002446,Male,Yes,2,Not Graduate,No,2309.00,1255.00,125.00,360.00,0.0,Rural,N
LP002447,Male,Yes,2,Not Graduate,No,1958.00,1456.00,60.00,300.00,1.0,Urban,Y
LP002448,Male,Yes,0,Graduate,No,3948.00,1733.00,149.00,360.00,0.0,Rural,N
LP002449,Male,Yes,0,Graduate,No,2483.00,2466.00,90.00,180.00,0.0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,7085.00,0.00,84.00,360.00,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,3859.00,0.00,96.00,360.00,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,4301.00,0.00,118.00,360.00,1.0,Urban,Y
LP002467,Male,Yes,0,Graduate,No,3708.00,2569.00,173.00,360.00,1.0,Urban,N
LP002472,Male,No,2,Graduate,No,4354.00,0.00,136.00,360.00,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,No,8334.00,0.00,160.00,360.00,1.0,Semiurban,N
LP002478,Male,Yes,0,Graduate,Yes,2083.00,4083.00,160.00,360.00,1.0,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,7740.00,0.00,128.00,180.00,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,3015.00,2188.00,153.00,360.00,1.0,Rural,Y
LP002489,Female,No,1,Not Graduate,No,5191.00,0.00,132.00,360.00,1.0,Semiurban,Y
LP002493,Male,No,0,Graduate,No,4166.00,0.00,98.00,360.00,0.0,Semiurban,N
LP002494,Male,No,0,Graduate,No,6000.00,0.00,140.00,360.00,1.0,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,2947.00,1664.00,70.00,180.00,0.0,Urban,N
LP002501,Male,Yes,0,Graduate,No,16692.00,0.00,110.00,360.00,1.0,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,No,210.00,2917.00,98.00,360.00,1.0,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,4333.00,2451.00,110.00,360.00,1.0,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,3450.00,2079.00,162.00,360.00,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,2653.00,1500.00,113.00,180.00,0.0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,4691.00,0.00,100.00,360.00,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500.00,0.00,93.00,360.00,1.0,Urban,Y
LP002524,Male,No,2,Graduate,No,5532.00,4648.00,162.00,360.00,1.0,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,16525.00,1014.00,150.00,360.00,1.0,Rural,Y
LP002529,Male,Yes,2,Graduate,No,6700.00,1750.00,230.00,300.00,1.0,Semiurban,Y
LP002530,Male,Yes,2,Graduate,No,2873.00,1872.00,132.00,360.00,0.0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,16667.00,2250.00,86.00,360.00,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,2947.00,1603.00,146.41,360.00,1.0,Urban,N
LP002534,Female,No,0,Not Graduate,No,4350.00,0.00,154.00,360.00,1.0,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,3095.00,0.00,113.00,360.00,1.0,Rural,Y
LP002537,Male,Yes,0,Graduate,No,2083.00,3150.00,128.00,360.00,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,10833.00,0.00,234.00,360.00,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,8333.00,0.00,246.00,360.00,1.0,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,1958.00,2436.00,131.00,360.00,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,3547.00,0.00,80.00,360.00,0.0,Rural,N
LP002547,Male,Yes,1,Graduate,No,18333.00,0.00,500.00,360.00,1.0,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,4583.00,2083.00,160.00,360.00,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2435.00,0.00,75.00,360.00,1.0,Urban,N
LP002560,Male,No,0,Not Graduate,No,2699.00,2785.00,96.00,360.00,1.0,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,5333.00,1131.00,186.00,360.00,1.0,Urban,Y
LP002571,Male,No,0,Not Graduate,No,3691.00,0.00,110.00,360.00,1.0,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,17263.00,0.00,225.00,360.00,1.0,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,3597.00,2157.00,119.00,360.00,0.0,Rural,N
LP002586,Female,Yes,1,Graduate,No,3326.00,913.00,105.00,84.00,1.0,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,2600.00,1700.00,107.00,360.00,1.0,Rural,Y
LP002588,Male,Yes,0,Graduate,No,4625.00,2857.00,111.00,12.00,1.0,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,2895.00,0.00,95.00,360.00,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,No,6283.00,4416.00,209.00,360.00,0.0,Rural,N
LP002603,Female,No,0,Graduate,No,645.00,3683.00,113.00,480.00,1.0,Rural,Y
LP002606,Female,No,0,Graduate,No,3159.00,0.00,100.00,360.00,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,4865.00,5624.00,208.00,360.00,1.0,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,4050.00,5302.00,138.00,360.00,1.0,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,3814.00,1483.00,124.00,300.00,1.0,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,3510.00,4416.00,243.00,360.00,1.0,Rural,Y
LP002624,Male,Yes,0,Graduate,No,20833.00,6667.00,480.00,360.00,1.0,Urban,Y
LP002625,Male,No,0,Graduate,No,3583.00,0.00,96.00,360.00,1.0,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,2479.00,3013.00,188.00,360.00,1.0,Urban,Y
LP002634,Female,No,1,Graduate,No,13262.00,0.00,40.00,360.00,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,No,3598.00,1287.00,100.00,360.00,1.0,Rural,N
LP002640,Male,Yes,1,Graduate,No,6065.00,2004.00,250.00,360.00,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,3283.00,2035.00,148.00,360.00,1.0,Urban,Y
LP002648,Male,Yes,0,Graduate,No,2130.00,6666.00,70.00,180.00,1.0,Semiurban,N
LP002652,Male,No,0,Graduate,No,5815.00,3666.00,311.00,360.00,1.0,Rural,N
LP002659,Male,Yes,3+,Graduate,No,3466.00,3428.00,150.00,360.00,1.0,Rural,Y
LP002670,Female,Yes,2,Graduate,No,2031.00,1632.00,113.00,480.00,1.0,Semiurban,Y
LP002682,Male,Yes,0,Not Graduate,No,3074.00,1800.00,123.00,360.00,0.0,Semiurban,N
LP002683,Male,No,0,Graduate,No,4683.00,1915.00,185.00,360.00,1.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,3400.00,0.00,95.00,360.00,1.0,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,2192.00,1742.00,45.00,360.00,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,No,2500.00,0.00,55.00,360.00,1.0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,5677.00,1424.00,100.00,360.00,1.0,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,7948.00,7166.00,480.00,360.00,1.0,Rural,Y
LP002697,Male,No,0,Graduate,No,4680.00,2087.00,146.41,360.00,1.0,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,17500.00,0.00,400.00,360.00,1.0,Rural,Y
LP002705,Male,Yes,0,Graduate,No,3775.00,0.00,110.00,360.00,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,5285.00,1430.00,161.00,360.00,0.0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,2679.00,1302.00,94.00,360.00,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,6783.00,0.00,130.00,360.00,1.0,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,1025.00,5500.00,216.00,360.00,1.0,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,4281.00,0.00,100.00,360.00,1.0,Urban,Y
LP002723,Male,No,2,Graduate,No,3588.00,0.00,110.00,360.00,0.0,Rural,N
LP002729,Male,No,1,Graduate,No,11250.00,0.00,196.00,360.00,1.0,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,18165.00,0.00,125.00,360.00,1.0,Urban,Y
LP002732,Male,No,0,Not Graduate,No,2550.00,2042.00,126.00,360.00,1.0,Rural,Y
LP002734,Male,Yes,0,Graduate,No,6133.00,3906.00,324.00,360.00,1.0,Urban,Y
LP002738,Male,No,2,Graduate,No,3617.00,0.00,107.00,360.00,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,2917.00,536.00,66.00,360.00,1.0,Rural,N
LP002740,Male,Yes,3+,Graduate,No,6417.00,0.00,157.00,180.00,1.0,Rural,Y
LP002741,Female,Yes,1,Graduate,No,4608.00,2845.00,140.00,180.00,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,No,2138.00,0.00,99.00,360.00,0.0,Semiurban,N
LP002753,Female,No,1,Graduate,No,3652.00,0.00,95.00,360.00,1.0,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,2239.00,2524.00,128.00,360.00,1.0,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,3017.00,663.00,102.00,360.00,1.0,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,2768.00,1950.00,155.00,360.00,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3358.00,0.00,80.00,36.00,1.0,Semiurban,N
LP002772,Male,No,0,Graduate,No,2526.00,1783.00,145.00,360.00,1.0,Rural,Y
LP002776,Female,No,0,Graduate,No,5000.00,0.00,103.00,360.00,0.0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,2785.00,2016.00,110.00,360.00,1.0,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,6633.00,0.00,146.41,360.00,0.0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,2492.00,2375.00,146.41,360.00,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,No,3333.00,3250.00,158.00,360.00,1.0,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,2454.00,2333.00,181.00,360.00,0.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,3593.00,4266.00,132.00,180.00,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,5468.00,1032.00,26.00,360.00,1.0,Semiurban,Y
LP002794,Female,No,0,Graduate,No,2667.00,1625.00,84.00,360.00,1.0,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,10139.00,0.00,260.00,360.00,1.0,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,3887.00,2669.00,162.00,360.00,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,4180.00,2306.00,182.00,360.00,1.0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,3675.00,242.00,108.00,360.00,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,19484.00,0.00,600.00,360.00,1.0,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,5923.00,2054.00,211.00,360.00,1.0,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,5800.00,0.00,132.00,360.00,1.0,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,8799.00,0.00,258.00,360.00,0.0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,4467.00,0.00,120.00,360.00,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,3333.00,0.00,70.00,360.00,1.0,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,3400.00,2500.00,123.00,360.00,0.0,Rural,N
LP002840,Female,No,0,Graduate,No,2378.00,0.00,9.00,360.00,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,3166.00,2064.00,104.00,360.00,0.0,Urban,N
LP002842,Male,Yes,1,Graduate,No,3417.00,1750.00,186.00,360.00,1.0,Urban,Y
LP002847,Male,Yes,0,Graduate,No,5116.00,1451.00,165.00,360.00,0.0,Urban,N
LP002855,Male,Yes,2,Graduate,No,16666.00,0.00,275.00,360.00,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,6125.00,1625.00,187.00,480.00,1.0,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,6406.00,0.00,150.00,360.00,1.0,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,3159.00,461.00,108.00,84.00,1.0,Urban,Y
LP002872,Male,Yes,0,Graduate,No,3087.00,2210.00,136.00,360.00,0.0,Semiurban,N
LP002874,Male,No,0,Graduate,No,3229.00,2739.00,110.00,360.00,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,1782.00,2232.00,107.00,360.00,1.0,Rural,Y
LP002888,Male,No,0,Graduate,No,3182.00,2917.00,161.00,360.00,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,No,6540.00,0.00,205.00,360.00,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,1836.00,33837.00,90.00,360.00,1.0,Urban,N
LP002894,Female,Yes,0,Graduate,No,3166.00,0.00,36.00,360.00,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,1880.00,0.00,61.00,360.00,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787.00,1917.00,146.00,360.00,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283.00,3000.00,172.00,84.00,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297.00,1522.00,104.00,360.00,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165.00,0.00,70.00,360.00,1.0,Semiurban,Y
LP002925,Male,No,0,Graduate,No,4750.00,0.00,94.00,360.00,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726.00,0.00,106.00,360.00,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000.00,3416.00,56.00,180.00,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000.00,0.00,205.00,240.00,1.0,Semiurban,N
LP002933,Male,No,3+,Graduate,Yes,9357.00,0.00,292.00,360.00,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859.00,3300.00,142.00,180.00,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120.00,0.00,260.00,360.00,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833.00,0.00,110.00,360.00,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383.00,1000.00,187.00,360.00,1.0,Rural,N
LP002943,Male,No,0,Graduate,No,2987.00,0.00,88.00,360.00,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963.00,0.00,180.00,360.00,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780.00,0.00,192.00,360.00,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,No,416.00,41667.00,350.00,180.00,1.0,Urban,N
LP002950,Male,Yes,0,Not Graduate,No,2894.00,2792.00,155.00,360.00,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703.00,0.00,128.00,360.00,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,3676.00,4301.00,172.00,360.00,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000.00,0.00,496.00,360.00,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400.00,3800.00,146.41,180.00,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400.00,2500.00,173.00,360.00,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987.00,1411.00,157.00,360.00,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232.00,1950.00,108.00,360.00,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,2900.00,0.00,71.00,360.00,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106.00,0.00,40.00,180.00,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072.00,240.00,253.00,360.00,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583.00,0.00,187.00,360.00,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583.00,0.00,133.00,360.00,0.0,Semiurban,N
